Fund Holdings as of,"07/jun/2022"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"MTCH","MATCH GROUP INC","Communicatie","Aandelen","19.974.969,30","0,04","19.974.969,30","236.951,00","84,30","Verenigde Staten","NASDAQ","USD"
"SAND","SANDVIK","Industrie","Aandelen","19.938.612,41","0,04","19.938.612,41","944.983,00","21,10","Zweden","Nasdaq Omx Nordic","SEK"
"ERIC B","ERICSSON B","IT","Aandelen","19.811.904,53","0,04","19.811.904,53","2.380.312,00","8,32","Zweden","Nasdaq Omx Nordic","SEK"
"GLE","SOCIETE GENERALE SA","Financiële waarden","Aandelen","19.734.601,35","0,04","19.734.601,35","731.511,00","26,98","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"LH","LABORATORY CORPORATION OF AMERICA","Gezondheidszorg","Aandelen","19.603.603,95","0,04","19.603.603,95","79.855,00","245,49","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ZM","ZOOM VIDEO COMMUNICATIONS INC CLAS","IT","Aandelen","19.544.950,88","0,04","19.544.950,88","169.897,00","115,04","Verenigde Staten","NASDAQ","USD"
"PGHN","PARTNERS GROUP HOLDING AG","Financiële waarden","Aandelen","19.542.571,85","0,04","19.542.571,85","18.844,00","1.037,07","Zwitserland","SIX Swiss Exchange","CHF"
"TTD","TRADE DESK INC CLASS A","IT","Aandelen","19.539.084,47","0,04","19.539.084,47","367.207,00","53,21","Verenigde Staten","NASDAQ","USD"
"EXR","EXTRA SPACE STORAGE REIT INC","Vastgoed","Aandelen","19.512.918,75","0,04","19.512.918,75","108.375,00","180,05","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ABC","AMERISOURCEBERGEN CORP","Gezondheidszorg","Aandelen","19.426.198,84","0,04","19.426.198,84","129.889,00","149,56","Verenigde Staten","New York Stock Exchange Inc.","USD"
"EFX","EQUIFAX INC","Industrie","Aandelen","19.418.087,66","0,04","19.418.087,66","96.829,00","200,54","Verenigde Staten","New York Stock Exchange Inc.","USD"
"PHIA","KONINKLIJKE PHILIPS NV","Gezondheidszorg","Aandelen","19.394.102,51","0,04","19.394.102,51","771.551,00","25,14","Nederland","Euronext Amsterdam","EUR"
"6301","KOMATSU LTD","Industrie","Aandelen","19.384.618,02","0,04","19.384.618,02","745.638,00","26,00","Japan","Tokyo Stock Exchange","JPY"
"BALL","BALL CORP","Materialen","Aandelen","19.366.157,85","0,04","19.366.157,85","261.105,00","74,17","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Vastgoed","Aandelen","19.341.121,28","0,04","19.341.121,28","117.704,00","164,32","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MKC","MCCORMICK & CO NON-VOTING INC","Basis-consumentengoederen","Aandelen","19.302.451,85","0,04","19.302.451,85","215.309,00","89,65","Verenigde Staten","New York Stock Exchange Inc.","USD"
"INVH","INVITATION HOMES INC","Vastgoed","Aandelen","19.290.006,80","0,04","19.290.006,80","504.974,00","38,20","Verenigde Staten","New York Stock Exchange Inc.","USD"
"GWW","WW GRAINGER INC","Industrie","Aandelen","19.265.866,79","0,04","19.265.866,79","37.987,00","507,17","Verenigde Staten","New York Stock Exchange Inc.","USD"
"LEN","LENNAR A CORP","Luxe-consumentengoederen","Aandelen","19.267.397,34","0,04","19.267.397,34","237.254,00","81,21","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ANET","ARISTA NETWORKS INC","IT","Aandelen","19.233.337,20","0,04","19.233.337,20","184.404,00","104,30","Verenigde Staten","New York Stock Exchange Inc.","USD"
"EOAN","E.ON N","Nutsbedrijven","Aandelen","19.234.221,59","0,04","19.234.221,59","1.858.365,00","10,35","Duitsland","Xetra","EUR"
"AHT","ASHTEAD GROUP PLC","Industrie","Aandelen","19.220.953,39","0,04","19.220.953,39","369.549,00","52,01","Verenigd Koninkrijk","London Stock Exchange","GBP"
"CHD","CHURCH AND DWIGHT INC","Basis-consumentengoederen","Aandelen","19.185.387,91","0,04","19.185.387,91","217.991,00","88,01","Verenigde Staten","New York Stock Exchange Inc.","USD"
"IT","GARTNER INC","IT","Aandelen","19.137.171,48","0,04","19.137.171,48","71.589,00","267,32","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MRO","MARATHON OIL CORP","Energie","Aandelen","19.132.528,44","0,04","19.132.528,44","594.732,00","32,17","Verenigde Staten","New York Stock Exchange Inc.","USD"
"UOB","UNITED OVERSEAS BANK LTD","Financiële waarden","Aandelen","19.126.191,64","0,04","19.126.191,64","918.251,00","20,83","Singapore","Singapore Exchange","SGD"
"PPL","PEMBINA PIPELINE CORP","Energie","Aandelen","18.905.167,25","0,04","18.905.167,25","447.034,00","42,29","Canada","Toronto Stock Exchange","CAD"
"VMC","VULCAN MATERIALS","Materialen","Aandelen","18.794.386,64","0,04","18.794.386,64","111.032,00","169,27","Verenigde Staten","New York Stock Exchange Inc.","USD"
"VTR","VENTAS REIT INC","Vastgoed","Aandelen","18.725.812,13","0,04","18.725.812,13","330.203,00","56,71","Verenigde Staten","New York Stock Exchange Inc.","USD"
"PPL","PPL CORP","Nutsbedrijven","Aandelen","18.700.923,78","0,04","18.700.923,78","611.541,00","30,58","Verenigde Staten","New York Stock Exchange Inc.","USD"
"6971","KYOCERA CORP","IT","Aandelen","18.618.000,21","0,04","18.618.000,21","325.514,00","57,20","Japan","Tokyo Stock Exchange","JPY"
"CLNX","CELLNEX TELECOM SA","Communicatie","Aandelen","18.579.970,50","0,04","18.579.970,50","415.403,00","44,73","Spanje","Bolsa De Madrid","EUR"
"WST","WEST PHARMACEUTICAL SERVICES INC","Gezondheidszorg","Aandelen","18.517.183,52","0,04","18.517.183,52","58.532,00","316,36","Verenigde Staten","New York Stock Exchange Inc.","USD"
"NTRS","NORTHERN TRUST CORP","Financiële waarden","Aandelen","18.500.707,88","0,04","18.500.707,88","165.436,00","111,83","Verenigde Staten","NASDAQ","USD"
"ORA","ORANGE SA","Communicatie","Aandelen","18.441.171,55","0,04","18.441.171,55","1.552.441,00","11,88","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"ML","MICHELIN","Luxe-consumentengoederen","Aandelen","18.379.626,34","0,04","18.379.626,34","140.840,00","130,50","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"ETR","ENTERGY CORP","Nutsbedrijven","Aandelen","18.326.908,25","0,04","18.326.908,25","151.075,00","121,31","Verenigde Staten","New York Stock Exchange Inc.","USD"
"GMAB","GENMAB","Gezondheidszorg","Aandelen","18.324.220,54","0,04","18.324.220,54","59.889,00","305,97","Denemarken","Omx Nordic Exchange Copenhagen A/S","DKK"
"HPE","HEWLETT PACKARD ENTERPRISE","IT","Aandelen","18.276.459,50","0,04","18.276.459,50","1.191.425,00","15,34","Verenigde Staten","New York Stock Exchange Inc.","USD"
"UPM","UPM-KYMMENE","Materialen","Aandelen","18.234.730,32","0,04","18.234.730,32","507.389,00","35,94","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"ANSS","ANSYS INC","IT","Aandelen","18.212.853,32","0,04","18.212.853,32","69.182,00","263,26","Verenigde Staten","NASDAQ","USD"
"ULTA","ULTA BEAUTY INC","Luxe-consumentengoederen","Aandelen","18.194.800,32","0,04","18.194.800,32","43.216,00","421,02","Verenigde Staten","NASDAQ","USD"
"URI","UNITED RENTALS INC","Industrie","Aandelen","18.185.781,48","0,04","18.185.781,48","58.161,00","312,68","Verenigde Staten","New York Stock Exchange Inc.","USD"
"FE","FIRSTENERGY CORP","Nutsbedrijven","Aandelen","18.150.540,72","0,04","18.150.540,72","433.394,00","41,88","Verenigde Staten","New York Stock Exchange Inc.","USD"
"6503","MITSUBISHI ELECTRIC CORP","Industrie","Aandelen","18.137.391,92","0,04","18.137.391,92","1.652.511,00","10,98","Japan","Tokyo Stock Exchange","JPY"
"NESTE","NESTE","Energie","Aandelen","18.052.912,81","0,04","18.052.912,81","379.119,00","47,62","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"FTV","FORTIVE CORP","Industrie","Aandelen","18.024.531,31","0,04","18.024.531,31","283.093,00","63,67","Verenigde Staten","New York Stock Exchange Inc.","USD"
"DBK","DEUTSCHE BANK AG","Financiële waarden","Aandelen","18.012.316,59","0,04","18.012.316,59","1.627.834,00","11,07","Duitsland","Xetra","EUR"
"APO","APOLLO GLOBAL MANAGEMENT INC","Financiële waarden","Aandelen","17.996.417,88","0,04","17.996.417,88","304.611,00","59,08","Verenigde Staten","New York Stock Exchange Inc.","USD"
"TECK.B","TECK RESOURCES SUBORDINATE VOTING","Materialen","Aandelen","17.999.615,35","0,04","17.999.615,35","394.201,00","45,66","Canada","Toronto Stock Exchange","CAD"
"RF","REGIONS FINANCIAL CORP","Financiële waarden","Aandelen","17.927.426,00","0,04","17.927.426,00","814.883,00","22,00","Verenigde Staten","New York Stock Exchange Inc.","USD"
"AEE","AMEREN CORP","Nutsbedrijven","Aandelen","17.926.105,56","0,04","17.926.105,56","191.273,00","93,72","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MOS","MOSAIC","Materialen","Aandelen","17.765.082,66","0,04","17.765.082,66","310.687,00","57,18","Verenigde Staten","New York Stock Exchange Inc.","USD"
"SYF","SYNCHRONY FINANCIAL","Financiële waarden","Aandelen","17.754.306,46","0,04","17.754.306,46","488.158,00","36,37","Verenigde Staten","New York Stock Exchange Inc.","USD"
"TSCO","TRACTOR SUPPLY","Luxe-consumentengoederen","Aandelen","17.734.885,35","0,04","17.734.885,35","88.185,00","201,11","Verenigde Staten","NASDAQ","USD"
"HOLX","HOLOGIC INC","Gezondheidszorg","Aandelen","17.718.451,62","0,04","17.718.451,62","231.251,00","76,62","Verenigde Staten","NASDAQ","USD"
"5108","BRIDGESTONE CORP","Luxe-consumentengoederen","Aandelen","17.663.744,77","0,04","17.663.744,77","446.651,00","39,55","Japan","Tokyo Stock Exchange","JPY"
"DOV","DOVER CORP","Industrie","Aandelen","17.603.310,64","0,04","17.603.310,64","129.322,00","136,12","Verenigde Staten","New York Stock Exchange Inc.","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communicatie","Aandelen","17.606.344,40","0,04","17.606.344,40","133.736,00","131,65","Verenigde Staten","NASDAQ","USD"
"FTS","FORTIS INC","Nutsbedrijven","Aandelen","17.574.865,25","0,04","17.574.865,25","354.008,00","49,65","Canada","Toronto Stock Exchange","CAD"
"IMB","IMPERIAL BRANDS PLC","Basis-consumentengoederen","Aandelen","17.568.843,21","0,04","17.568.843,21","769.580,00","22,83","Verenigd Koninkrijk","London Stock Exchange","GBP"
"AMCR","AMCOR PLC","Materialen","Aandelen","17.561.487,88","0,04","17.561.487,88","1.302.781,00","13,48","Verenigde Staten","New York Stock Exchange Inc.","USD"
"CEG","CONSTELLATION ENERGY CORP","Nutsbedrijven","Aandelen","17.401.227,80","0,04","17.401.227,80","261.476,00","66,55","Verenigde Staten","NASDAQ","USD"
"BFB","BROWN FORMAN CORP CLASS B","Basis-consumentengoederen","Aandelen","17.388.237,24","0,04","17.388.237,24","263.538,00","65,98","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","IT","Aandelen","17.383.296,48","0,04","17.383.296,48","36.717,00","473,44","Verenigde Staten","NASDAQ","USD"
"8750","DAI-ICHI LIFE HOLDINGS INC","Financiële waarden","Aandelen","17.344.836,01","0,04","17.344.836,01","835.700,00","20,75","Japan","Tokyo Stock Exchange","JPY"
"DRE","DUKE REALTY REIT CORP","Vastgoed","Aandelen","17.324.705,95","0,04","17.324.705,95","327.685,00","52,87","Verenigde Staten","New York Stock Exchange Inc.","USD"
"STE","STERIS","Gezondheidszorg","Aandelen","17.310.273,48","0,04","17.310.273,48","76.203,00","227,16","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ALGN","ALIGN TECHNOLOGY INC","Gezondheidszorg","Aandelen","17.266.412,79","0,04","17.266.412,79","63.129,00","273,51","Verenigde Staten","NASDAQ","USD"
"JPY","JPY CASH","Liquide middelen en/of derivaten","Liquiditeiten","17.195.032,14","0,04","17.195.032,14","2.277.911.883,00","0,75","Japan","-","JPY"
"FLT","FLEETCOR TECHNOLOGIES INC","IT","Aandelen","17.179.362,90","0,04","17.179.362,90","69.174,00","248,35","Verenigde Staten","New York Stock Exchange Inc.","USD"
"WPM","WHEATON PRECIOUS METALS CORP","Materialen","Aandelen","17.173.305,09","0,04","17.173.305,09","406.772,00","42,22","Canada","Toronto Stock Exchange","CAD"
"CF","CF INDUSTRIES HOLDINGS INC","Materialen","Aandelen","17.100.560,40","0,04","17.100.560,40","185.071,00","92,40","Verenigde Staten","New York Stock Exchange Inc.","USD"
"GIB.A","CGI INC","IT","Aandelen","17.086.611,84","0,04","17.086.611,84","201.940,00","84,61","Canada","Toronto Stock Exchange","CAD"
"GPC","GENUINE PARTS","Luxe-consumentengoederen","Aandelen","17.011.819,34","0,04","17.011.819,34","120.814,00","140,81","Verenigde Staten","New York Stock Exchange Inc.","USD"
"HBAN","HUNTINGTON BANCSHARES INC","Financiële waarden","Aandelen","16.997.585,00","0,04","16.997.585,00","1.236.188,00","13,75","Verenigde Staten","NASDAQ","USD"
"8801","MITSUI FUDOSAN LTD","Vastgoed","Aandelen","17.001.065,28","0,04","17.001.065,28","802.786,00","21,18","Japan","Tokyo Stock Exchange","JPY"
"ORSTED","ORSTED","Nutsbedrijven","Aandelen","16.952.291,02","0,04","16.952.291,02","150.609,00","112,56","Denemarken","Omx Nordic Exchange Copenhagen A/S","DKK"
"WAT","WATERS CORP","Gezondheidszorg","Aandelen","16.928.422,50","0,04","16.928.422,50","49.390,00","342,75","Verenigde Staten","New York Stock Exchange Inc.","USD"
"CNP","CENTERPOINT ENERGY INC","Nutsbedrijven","Aandelen","16.761.193,08","0,04","16.761.193,08","522.644,00","32,07","Verenigde Staten","New York Stock Exchange Inc.","USD"
"16","SUN HUNG KAI PROPERTIES LTD","Vastgoed","Aandelen","16.665.137,04","0,04","16.665.137,04","1.358.516,00","12,27","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"HZNP","HORIZON THERAPEUTICS PUBLIC PLC","Gezondheidszorg","Aandelen","16.560.212,20","0,04","16.560.212,20","180.670,00","91,66","Verenigde Staten","NASDAQ","USD"
"2914","JAPAN TOBACCO INC","Basis-consumentengoederen","Aandelen","16.543.262,40","0,04","16.543.262,40","910.498,00","18,17","Japan","Tokyo Stock Exchange","JPY"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financiële waarden","Aandelen","16.525.136,00","0,04","16.525.136,00","228.880,00","72,20","Verenigde Staten","NASDAQ","USD"
"SLHN","SWISS LIFE HOLDING AG","Financiële waarden","Aandelen","16.418.341,10","0,04","16.418.341,10","29.167,00","562,91","Zwitserland","SIX Swiss Exchange","CHF"
"CINF","CINCINNATI FINANCIAL CORP","Financiële waarden","Aandelen","16.380.162,54","0,04","16.380.162,54","127.631,00","128,34","Verenigde Staten","NASDAQ","USD"
"VRSN","VERISIGN INC","IT","Aandelen","16.353.406,52","0,04","16.353.406,52","91.319,00","179,08","Verenigde Staten","NASDAQ","USD"
"8053","SUMITOMO CORP","Industrie","Aandelen","16.248.984,75","0,04","16.248.984,75","1.117.065,00","14,55","Japan","Tokyo Stock Exchange","JPY"
"4901","FUJIFILM HOLDINGS CORP","IT","Aandelen","16.245.162,43","0,04","16.245.162,43","298.361,00","54,45","Japan","Tokyo Stock Exchange","JPY"
"MKL","MARKEL CORP","Financiële waarden","Aandelen","16.240.556,43","0,04","16.240.556,43","11.529,00","1.408,67","Verenigde Staten","New York Stock Exchange Inc.","USD"
"RJF","RAYMOND JAMES INC","Financiële waarden","Aandelen","16.177.317,55","0,04","16.177.317,55","163.987,00","98,65","Verenigde Staten","New York Stock Exchange Inc.","USD"
"BBY","BEST BUY INC","Luxe-consumentengoederen","Aandelen","16.154.829,80","0,04","16.154.829,80","206.188,00","78,35","Verenigde Staten","New York Stock Exchange Inc.","USD"
"LGEN","LEGAL AND GENERAL GROUP PLC","Financiële waarden","Aandelen","16.087.882,08","0,04","16.087.882,08","4.979.336,00","3,23","Verenigd Koninkrijk","London Stock Exchange","GBP"
"G","ASSICURAZIONI GENERALI","Financiële waarden","Aandelen","16.087.042,90","0,04","16.087.042,90","893.129,00","18,01","Italië","Borsa Italiana","EUR"
"SAMPO","SAMPO","Financiële waarden","Aandelen","16.082.628,48","0,04","16.082.628,48","356.666,00","45,09","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"2","CLP HOLDINGS LTD","Nutsbedrijven","Aandelen","15.982.943,04","0,04","15.982.943,04","1.629.689,00","9,81","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"KEY","KEYCORP","Financiële waarden","Aandelen","15.960.559,48","0,04","15.960.559,48","809.359,00","19,72","Verenigde Staten","New York Stock Exchange Inc.","USD"
"TRMB","TRIMBLE INC","IT","Aandelen","15.955.052,62","0,04","15.955.052,62","232.006,00","68,77","Verenigde Staten","NASDAQ","USD"
"TDY","TELEDYNE TECHNOLOGIES INC","IT","Aandelen","15.939.896,94","0,04","15.939.896,94","38.601,00","412,94","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MLM","MARTIN MARIETTA MATERIALS INC","Materialen","Aandelen","15.924.902,40","0,04","15.924.902,40","45.312,00","351,45","Verenigde Staten","New York Stock Exchange Inc.","USD"
"PWR","QUANTA SERVICES INC","Industrie","Aandelen","15.915.193,74","0,04","15.915.193,74","119.001,00","133,74","Verenigde Staten","New York Stock Exchange Inc.","USD"
"669","TECHTRONIC INDUSTRIES LTD","Industrie","Aandelen","15.855.362,18","0,04","15.855.362,18","1.230.500,00","12,89","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"COO","COOPER INC","Gezondheidszorg","Aandelen","15.835.335,68","0,04","15.835.335,68","45.568,00","347,51","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MT","ARCELORMITTAL SA","Materialen","Aandelen","15.810.862,85","0,04","15.810.862,85","478.268,00","33,06","Frankrijk","Euronext Amsterdam","EUR"
"STAN","STANDARD CHARTERED PLC","Financiële waarden","Aandelen","15.796.022,12","0,03","15.796.022,12","2.016.537,00","7,83","Verenigd Koninkrijk","London Stock Exchange","GBP"
"CMS","CMS ENERGY CORP","Nutsbedrijven","Aandelen","15.747.684,12","0,03","15.747.684,12","219.266,00","71,82","Verenigde Staten","New York Stock Exchange Inc.","USD"
"SWMA","SWEDISH MATCH","Basis-consumentengoederen","Aandelen","15.711.253,67","0,03","15.711.253,67","1.520.192,00","10,34","Zweden","Nasdaq Omx Nordic","SEK"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Vastgoed","Aandelen","15.649.131,52","0,03","15.649.131,52","87.956,00","177,92","Verenigde Staten","New York Stock Exchange Inc.","USD"
"4452","KAO CORP","Basis-consumentengoederen","Aandelen","15.603.180,86","0,03","15.603.180,86","392.524,00","39,75","Japan","Tokyo Stock Exchange","JPY"
"SPLK","SPLUNK INC","IT","Aandelen","15.594.745,40","0,03","15.594.745,40","141.964,00","109,85","Verenigde Staten","NASDAQ","USD"
"9020","EAST JAPAN RAILWAY","Industrie","Aandelen","15.548.566,20","0,03","15.548.566,20","295.396,00","52,64","Japan","Tokyo Stock Exchange","JPY"
"FLTR","FLUTTER ENTERTAINMENT PLC","Luxe-consumentengoederen","Aandelen","15.537.244,25","0,03","15.537.244,25","135.702,00","114,50","Ierland","Irish Stock Exchange - All Market","EUR"
"4543","TERUMO CORP","Gezondheidszorg","Aandelen","15.530.783,17","0,03","15.530.783,17","499.500,00","31,09","Japan","Tokyo Stock Exchange","JPY"
"SEB A","SKANDINAVISKA ENSKILDA BANKEN","Financiële waarden","Aandelen","15.515.135,19","0,03","15.515.135,19","1.377.875,00","11,26","Zweden","Nasdaq Omx Nordic","SEK"
"TER","TERADYNE INC","IT","Aandelen","15.493.834,48","0,03","15.493.834,48","142.774,00","108,52","Verenigde Staten","NASDAQ","USD"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrie","Aandelen","15.487.368,73","0,03","15.487.368,73","141.683,00","109,31","Verenigde Staten","NASDAQ","USD"
"4911","SHISEIDO LTD","Basis-consumentengoederen","Aandelen","15.488.783,39","0,03","15.488.783,39","366.145,00","42,30","Japan","Tokyo Stock Exchange","JPY"
"CTLT","CATALENT INC","Gezondheidszorg","Aandelen","15.485.368,93","0,03","15.485.368,93","136.183,00","113,71","Verenigde Staten","New York Stock Exchange Inc.","USD"
"GEBN","GEBERIT AG","Industrie","Aandelen","15.476.555,92","0,03","15.476.555,92","28.461,00","543,78","Zwitserland","SIX Swiss Exchange","CHF"
"AKZA","AKZO NOBEL NV","Materialen","Aandelen","15.458.716,71","0,03","15.458.716,71","176.571,00","87,55","Nederland","Euronext Amsterdam","EUR"
"MG","MAGNA INTERNATIONAL INC","Luxe-consumentengoederen","Aandelen","15.418.960,32","0,03","15.418.960,32","232.843,00","66,22","Canada","Toronto Stock Exchange","CAD"
